Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"303.1423","Pseudomonas putida ME2006-06-22D9_3300042569_group2_bin205",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","ME2006-06-22D9_3300042569_group2_bin205",,,,,,,,,,,,,,,,,,,,"Poor","2024-11-04T00:00:00Z",,,"PRJNA1158976","SAMN43849952","GCA_044346125.1",,"JBIIZT000000000",,,"Illumina NovaSeq","10.387441x","SPAdes v. 3.14.1",,,686,3907161,62.968075,194,6329,42,1,,4211,75.2,72.4,,4.2,"Genome too short","lake water",,"2006-06-22",2006,,"USA",,,,"North America","USA: Lake Mendota, Madison, Wisconsin",,,,,,,,,,,"sample_type:metagenomic assembly",,"2024-12-10T06:01:59.723Z","2024-12-10T06:01:59.723Z"
"303.1431","Pseudomonas putida MnW5",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","MnW5",,,,,,,,,,,,,,,,,,,,"Good","2024-11-04T00:00:00Z","39486344",,"PRJNA1091405","SAMN40596055",,,"JBBWWS000000000",,,"Illumina","270.0x","SOAPdenovo v. 2024-JAN",,,34,5994130,62.049973,6,371472,70,4,,5548,99,96.9,0.7,100,,"Aerobic Sludge Reactor",,"2023-08",2023,,"China",,,,"Asia","China:Environment College, Zhejiang University of Technology",,,,,,,,,,,"sample_type:pure culture",,"2025-01-30T21:39:59.826Z","2025-01-30T21:39:59.826Z"
"303.1432","Pseudomonas putida NPDC077713",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC077713",,,,,,,,,,,,,,,,,,,,"Good","2024-11-05T00:00:00Z",,,"PRJNA1106891","SAMN43996842",,,"JBITVA000000000",,,"Illumina NovaSeq","247.5066032312089x","SPAdes v. 3.14.1",,,32,5160731,61.815586,6,362419,64,3,,4831,98.7,95.9,,99.3,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-30T22:25:33.481Z","2025-01-30T22:25:33.481Z"
"303.1433","Pseudomonas putida NPDC087024",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC087024",,,,,,,,,,,,,,,,,,,,"Good","2024-11-09T00:00:00Z",,,"PRJNA1106891","SAMN43997040",,,"JBIVAD000000000",,,"Illumina NovaSeq","165.65874260757505x","SPAdes v. 3.14.1",,,22,6167462,61.90787,5,451576,66,6,,5729,99,96.3,1.4,100,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-30T23:12:42.140Z","2025-01-30T23:12:42.140Z"
"303.1434","Pseudomonas putida NPDC087009",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC087009",,,,,,,,,,,,,,,,,,,,"Good","2024-11-09T00:00:00Z",,,"PRJNA1106891","SAMN43997035",,,"JBIVAI000000000",,,"Illumina NovaSeq","216.36621614630508x","SPAdes v. 3.14.1",,,25,6166129,61.90876,5,451576,68,6,,5728,99,96.2,1.4,100,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-30T23:13:06.258Z","2025-01-30T23:13:06.258Z"
"303.1435","Pseudomonas putida NPDC091648",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC091648",,,,,,,,,,,,,,,,,,,,"Good","2024-11-10T00:00:00Z",,,"PRJNA1106891","SAMN43997755",,,"JBIVTS000000000",,,"Illumina NovaSeq","218.30614270536265x","SPAdes v. 3.14.1",,,37,6294816,62.40305,6,325517,64,4,,5796,99,96.2,,100,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-30T23:47:09.064Z","2025-01-30T23:47:09.064Z"
"303.1436","Pseudomonas putida NPDC090761",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC090761",,,,,,,,,,,,,,,,,,,,"Good","2024-11-10T00:00:00Z",,,"PRJNA1106891","SAMN43997665",,,"JBIVXB000000000",,,"Illumina NovaSeq","391.0742568757296x","SPAdes v. 3.14.1",,,20,5877449,63.530163,5,442091,65,3,,5306,98.4,96.4,,100,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-31T00:13:13.938Z","2025-01-31T00:13:13.938Z"
"303.1437","Pseudomonas putida NPDC088438",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","NPDC088438",,,,,,,,,,,,,,,,,,,,"Good","2024-11-13T00:00:00Z",,,"PRJNA1106891","SAMN43997315",,,"JBJDNM000000000",,,"Illumina NovaSeq","134.2110660783606x","SPAdes v. 3.14.1",,,24,5543373,61.963764,4,510297,67,3,,5179,99,96.8,,100,,,,,,,,,,,,,,,,,,,,,,,,,"2025-01-31T01:15:08.426Z","2025-01-31T01:15:08.426Z"
"303.1438","Pseudomonas putida KT2440 Design 1a post-ALE",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","KT2440 Design 1a post-ALE",,,,,,,,,,,,,,,,,,,,"Good","2024-12-03T00:00:00Z","37665664",,"PRJNA937293","SAMN33347509",,,"CP118874",,,"Oxford Nanopore MinION","60x","Unicycler v. 0.4.8",,,1,6189315,61.513916,1,6189315,78,22,,5714,99.4,98.9,,100,,"LB culture media",,"2022-08",2022,,"USA",,,,"North America","USA: California",,,,,,,,,,,,,"2025-01-31T22:08:46.199Z","2025-01-31T22:08:46.199Z"
"303.1439","Pseudomonas putida KT2440 PP_1378 PP_1755PP_0944 pre-ALE 3",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","KT2440 PP_1378 PP_1755PP_0944 pre-ALE 3",,,,,,,,,,,,,,,,,,,,"Good","2024-12-03T00:00:00Z","37665664",,"PRJNA937293","SAMN33347508",,,"CP118873",,,"Oxford Nanopore MinION","60x","Unicycler v. 0.4.8",,,1,6180425,61.522095,1,6180425,78,22,,5711,99.4,98.8,,100,,"LB culture media",,"2022-08",2022,,"USA",,,,"North America","USA: California",,,,,,,,,,,,,"2025-01-31T22:08:50.804Z","2025-01-31T22:08:50.804Z"
"303.1440","Pseudomonas putida KT2440",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","KT2440",,,,,,,,,,,,,,,,,,,,"Good","2024-12-03T00:00:00Z","37665664",,"PRJNA937293","SAMN33347507",,,"CP118872",,,"Oxford Nanopore MinION","60x","Unicycler v. 0.4.8",,,1,6191241,61.513485,1,6191241,78,22,,5697,99.4,98.9,,100,,"LB culture media",,"2022-08",2022,,"USA",,,,"North America","USA: California",,,,,,,,,,,,,"2025-01-31T22:08:48.280Z","2025-01-31T22:08:48.280Z"
"303.1441","Pseudomonas putida KT2440 Design 1b post-ALE",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","Complete","KT2440 Design 1b post-ALE",,,,,,,,,,,,,,,,,,,,"Good","2024-12-03T00:00:00Z","37665664",,"PRJNA937293","SAMN33347510",,,"CP118875",,,"Oxford Nanopore MinION","60x","Unicycler v. 0.4.8",,,1,6190837,61.513428,1,6190837,78,22,,5709,99.4,98.9,,100,,"LB culture media",,"2022-08",2022,,"USA",,,,"North America","USA: California",,,,,,,,,,,,,"2025-01-31T22:08:41.100Z","2025-01-31T22:08:41.100Z"
"303.1442","Pseudomonas putida KCJK9034",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK9034",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573501",,,"JBJJLT000000000",,,"Illumina MiSeq","39x","SPAdes v. Galaxy Version 3.12.0",,,118,5748543,63.045975,18,114850,66,4,,5259,96.8,95.1,,92.6,,"soil",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:10:15.139Z","2025-02-01T16:10:15.139Z"
"303.1443","Pseudomonas putida KCJK9024",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK9024",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573500",,,"JBJJLU000000000",,,"Illumina MiSeq","50x","SPAdes v. Galaxy Version 3.12.0",,,154,5969949,61.85259,23,85247,63,4,,5546,99,96.8,,100,,"water",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:10:24.790Z","2025-02-01T16:10:24.790Z"
"303.1444","Pseudomonas putida KCJK8825",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8825",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573496",,,"JBJJLX000000000",,,"Illumina MiSeq","39x","SPAdes v. Galaxy Version 3.12.0",,,270,5890586,62.100307,46,42768,59,3,,5512,99.3,97,,100,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:10:42.894Z","2025-02-01T16:10:42.894Z"
"303.1445","Pseudomonas putida KCJK8744",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8744",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573494",,,"JBJJLZ000000000",,,"Illumina MiSeq","55x","SPAdes v. Galaxy Version 3.12.0",,,194,5830920,62.12668,27,69252,65,4,,5501,98.3,95.7,,98.5,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:11:15.110Z","2025-02-01T16:11:15.110Z"
"303.1446","Pseudomonas putida KCJK8701",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8701",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573493",,,"JBJJMA000000000",,,"Illumina MiSeq","55x","SPAdes v. Galaxy Version 3.12.0",,,242,5695354,62.16827,35,56486,68,3,,5335,99.2,96.3,0.7,99.3,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:12:03.601Z","2025-02-01T16:12:03.601Z"
"303.1447","Pseudomonas putida KCJK8609",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8609",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573490",,,"JBJJMD000000000",,,"Illumina MiSeq","45x","SPAdes v. Galaxy Version 3.12.0",,,193,5758625,62.109844,27,61294,64,4,,5394,99.2,96.5,0.7,100,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:11:43.708Z","2025-02-01T16:11:43.708Z"
"303.1448","Pseudomonas putida KCJK9067",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK9067",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573486",,,"JBJJMH000000000",,,"Illumina MiSeq","43x","SPAdes v. Galaxy Version 3.12.0",,,217,5562995,62.205486,27,62121,69,3,,5173,99.3,97.9,,100,,"soil",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:12:11.728Z","2025-02-01T16:12:11.728Z"
"303.1449","Pseudomonas putida KCJK8770",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8770",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573485",,,"JBJJMI000000000",,,"Illumina MiSeq","43x","SPAdes v. Galaxy Version 3.12.0",,,316,5727133,62.075386,56,33858,60,4,,5341,99.3,97.5,0.7,99.3,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:11:06.354Z","2025-02-01T16:11:06.354Z"
"303.1450","Pseudomonas putida KCJK8629",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","KCJK8629",,,,,,,,,,,,,,,,,,,,"Good","2024-12-19T00:00:00Z",,,"PRJNA1159362","SAMN43573484",,,"JBJJMJ000000000",,,"Illumina MiSeq","58x","SPAdes v. Galaxy Version 3.12.0",,,152,5702382,62.030884,21,95428,69,4,,5344,99.4,98.2,,100,,"Feral swine feces",,"2020",2020,,"USA",,,,"North America","USA: Florida",,,,,,,,,,,"collected_by:UF",,"2025-02-01T16:10:37.330Z","2025-02-01T16:10:37.330Z"
"303.1451","Pseudomonas putida GLOEC00018",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","GLOEC00018",,,,,,,,,,,,,,,,,,,,"Poor","2025-01-14T00:00:00Z",,,"PRJNA1151735","SAMN43509094",,,"JBJHPM000000000",,,"Illumina HiSeq","50.0x","MEGAHIT v. 1.2.9",,,17,182188,63.02281,1,145001,,,,181,92,92,,8.3,"Genome too short;Genome too short;Low CDS count","healthcare wastewater (sewage)",,"2024-03",2024,,"Nigeria",,,,"Africa","Nigeria: Asaba, Delta State",,,,,,,,,,,"sample_type:metagenomic assembly",,"2025-02-02T01:18:26.600Z","2025-02-02T01:18:26.600Z"
"303.1452","Pseudomonas putida JJ-KV9-13-7-mx-bin615",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","JJ-KV9-13-7-mx-bin615",,,,,,,,,,,,,,,,,,,,"Poor","2024-04-20T00:00:00Z",,,"PRJEB49198","SAMEA14447203",,,"CALRWR000000000",,,,,,,,613,2866306,60.12401,225,4632,19,,,3167,75.2,73.5,4.6,55,"Low contig N50;Genome too short;Low CDS count","Freshwater lake",,"2019-07-10",2019,,"Czech Republic",,,,"Europe","Czech Republic",,,,,,,,,,,,,"2025-02-04T00:06:36.745Z","2025-02-04T00:06:36.745Z"
"303.1453","Pseudomonas putida FFMG-167-5-21",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","FFMG-167-5-21",,,,,,,,,,,,,,,,,,,,"Good","2024-07-29T00:00:00Z",,,"PRJEB78368","SAMEA115874825",,,"CAXODH000000000",,,,,,,,115,5131027,62.669285,19,75306,64,3,,4734,98.6,97.3,,100,,"wound swab",,"2021",2021,,"Tanzania",,,,"Africa","Tanzania",,"Homo sapiens","Human","Female",,,"Human",,,"host_health_state:diseased","collected_by:Morogoro Regional Referral Hospital",,"2025-02-05T16:56:40.659Z","2025-02-05T16:56:40.659Z"
"303.1461","Pseudomonas putida PS3Manimalfood2",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","PS3Manimalfood2",,,,,,,,,,,,,,,,,,,,"Good","2025-02-09T00:00:00Z",,,"PRJNA1021388","SAMN46432947",,,"JBLJCE000000000",,,"Illumina HiSeq","100x","SPAdes v. 3.6.2",,,133,6032720,61.58476,5,369089,79,5,,5726,99.2,96.6,,100,,"Environment",,"2022",2022,,"China",,,,"Asia","China: Guangzhou",,,,,,,,,,,"collected_by:SCAU LXL group",,"2025-04-19T04:30:53.999Z","2025-04-19T04:30:53.999Z"
"303.1462","Pseudomonas putida PS3Tanimalfeces1",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","PS3Tanimalfeces1",,,,,,,,,,,,,,,,,,,,"Good","2025-02-09T00:00:00Z",,,"PRJNA1021388","SAMN46432955",,,"JBLJCB000000000",,,"Illumina HiSeq","100x","SPAdes v. 3.6.2",,,219,5865984,61.390335,18,96233,74,4,,5706,99,97.1,0.7,100,,,,"2022",2022,,"China",,,,"Asia","China: Guangzhou",,"Cat","Cat",,,,"Nonhuman Mammal",,,,"collected_by:SCAU LXL group",,"2025-04-19T04:31:02.541Z","2025-04-19T04:31:02.541Z"
"303.1463","Pseudomonas putida PS3Tanimalfeces6",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","PS3Tanimalfeces6",,,,,,,,,,,,,,,,,,,,"Good","2025-02-09T00:00:00Z",,,"PRJNA1021388","SAMN46432957",,,"JBLJCA000000000",,,"Illumina HiSeq","100x","SPAdes v. 3.6.2",,,121,6031641,61.612278,5,320563,79,5,,5722,99.1,96.7,,100,,,,"2022",2022,,"China",,,,"Asia","China: Guangzhou",,,,,,,,,,,"collected_by:SCAU LXL group",,"2025-04-19T04:30:51.212Z","2025-04-19T04:30:51.212Z"
"303.1468","Pseudomonas putida MAG3191",,303,"131567;2;3379134;1224;1236;72274;135621;286;136845;303","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida group;Pseudomonas putida","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas putida","WGS","MAG3191",,,,,,,,,,,,,,,,,,,,"Good","2025-02-27T00:00:00Z",,,"PRJNA1196825","SAMN46328163",,,"DBEZZU000000000",,,"Illumina","1x","SPAdes v. 1",,,123,6255986,62.160736,23,89567,45,4,,5921,97.9,94.2,1.5,98.5,,"gut",,"2015-05-18",2015,,"United Kingdom",,,,"Europe","United Kingdom",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:metagenomic assembly",,"2025-04-21T23:11:58.275Z","2025-04-21T23:11:58.275Z"
